name,cr,size,ac,hp,legendary,str,dex,con,int,wis,cha,has_fly,has_swim,is_shapechanger,type_aberration,type_beast,type_celestial,type_construct,type_dragon,type_elemental,type_fey,type_fiend,type_giant,type_humanoid,type_monstrosity,type_ooze,type_plant,type_swarm,type_undead
astral-dreadnought,21.0,5,20,297,True,28.0,7.0,25.0,5.0,14.0,18.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
aurochs,2.0,3,11,38,False,20.0,10.0,19.0,2.0,12.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
autumn-eladrin,10.0,2,19,127,False,12.0,16.0,16.0,14.0,17.0,18.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
awakened-shrub,0.0,1,9,10,False,3.0,8.0,11.0,10.0,10.0,6.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
awakened-tree,2.0,4,13,59,False,19.0,6.0,15.0,10.0,10.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
axe-beak,0.25,3,11,19,False,14.0,12.0,12.0,2.0,10.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
azer,2.0,2,17,39,False,17.0,12.0,15.0,12.0,13.0,10.0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
babau,4.0,2,16,82,False,19.0,16.0,16.0,11.0,12.0,13.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
baboon,0.0,1,12,3,False,8.0,14.0,11.0,4.0,12.0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
badger,0.0,0,10,3,False,4.0,11.0,12.0,2.0,12.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bael,19.0,3,18,189,True,24.0,17.0,20.0,21.0,24.0,24.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
balhannoth,11.0,3,17,114,True,17.0,8.0,18.0,6.0,15.0,8.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
balor,19.0,4,19,262,False,26.0,15.0,22.0,20.0,16.0,22.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
banderhobb,5.0,3,15,84,False,20.0,12.0,20.0,11.0,14.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
bandit,0.125,2,12,11,False,11.0,12.0,12.0,10.0,10.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
bandit-captain,2.0,2,15,65,False,15.0,16.0,14.0,14.0,11.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
banshee,4.0,2,12,58,False,1.0,14.0,10.0,12.0,11.0,17.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
baphomet,23.0,4,22,275,True,30.0,14.0,26.0,18.0,24.0,16.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
barbed-devil,5.0,2,15,110,False,16.0,17.0,18.0,12.0,14.0,14.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
bard,2.0,2,15,44,False,11.0,14.0,12.0,10.0,13.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
barghest,4.0,3,17,90,False,19.0,15.0,14.0,13.0,12.0,14.0,0,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
barlgura,5.0,3,15,68,False,18.0,15.0,16.0,7.0,14.0,9.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
basilisk,3.0,2,15,52,False,16.0,8.0,15.0,2.0,8.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
bat,0.0,0,12,1,False,2.0,15.0,8.0,2.0,12.0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bearded-devil,3.0,2,13,52,False,16.0,15.0,15.0,9.0,11.0,11.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
behir,11.0,4,17,168,False,23.0,16.0,18.0,7.0,14.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
beholder,13.0,3,18,180,True,10.0,14.0,18.0,17.0,15.0,17.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
beholder-zombie,5.0,3,15,93,False,10.0,8.0,16.0,3.0,8.0,5.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
belaphoss,20.0,4,19,262,False,26.0,15.0,22.0,20.0,16.0,22.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
berbalang,2.0,2,14,38,False,9.0,16.0,9.0,17.0,11.0,10.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
berserker,2.0,2,13,67,False,16.0,12.0,17.0,9.0,11.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
bheur-hag,7.0,2,17,91,False,13.0,16.0,14.0,12.0,13.0,16.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
black-abishai,7.0,2,15,58,False,14.0,17.0,14.0,13.0,16.0,11.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
black-bear,0.5,2,11,19,False,15.0,10.0,14.0,2.0,12.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
black-dragon-wyrmling,2.0,2,17,33,False,15.0,14.0,13.0,10.0,11.0,13.0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
black-gauntlet-of-bane,6.0,2,16,51,False,18.0,11.0,18.0,12.0,15.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
black-pudding,4.0,3,7,85,False,16.0,5.0,16.0,1.0,6.0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
blackguard,8.0,2,18,153,False,18.0,11.0,18.0,11.0,14.0,15.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
blink-dog,0.25,2,13,22,False,12.0,17.0,12.0,10.0,13.0,11.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
blood-hawk,0.125,1,12,7,False,6.0,14.0,10.0,3.0,14.0,5.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
blue-abishai,17.0,2,19,195,False,15.0,14.0,17.0,22.0,23.0,18.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
blue-dragon-wyrmling,3.0,2,17,52,False,17.0,10.0,15.0,12.0,11.0,15.0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
blue-slaad,7.0,3,15,123,False,20.0,15.0,18.0,7.0,7.0,9.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
boar,0.25,2,11,11,False,13.0,11.0,12.0,2.0,9.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bodak,6.0,2,15,58,False,15.0,16.0,15.0,7.0,12.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
boggle,0.125,1,14,18,False,8.0,18.0,13.0,6.0,12.0,7.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
bone-devil,9.0,3,19,142,False,18.0,16.0,18.0,13.0,14.0,16.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
bone-naga,4.0,3,15,58,False,15.0,16.0,12.0,15.0,15.0,16.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
boneclaw,12.0,3,16,127,False,19.0,16.0,15.0,13.0,15.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
brass-dragon-wyrmling,1.0,2,16,16,False,15.0,10.0,13.0,10.0,11.0,13.0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
bronze-dragon-wyrmling,2.0,2,17,32,False,17.0,10.0,15.0,12.0,11.0,15.0,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
brown-bear,1.0,3,11,34,False,19.0,10.0,16.0,2.0,13.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
bugbear,1.0,2,16,27,False,15.0,14.0,13.0,8.0,11.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
bugbear-chief,3.0,2,17,65,False,17.0,14.0,14.0,11.0,12.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
bulette,5.0,3,17,94,False,19.0,11.0,21.0,2.0,10.0,5.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
bulezau,3.0,2,14,52,False,15.0,14.0,17.0,8.0,9.0,6.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
bullywug,0.25,2,15,11,False,12.0,12.0,13.0,7.0,10.0,7.0,0,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
cadaver-collector,14.0,3,17,189,False,21.0,14.0,20.0,5.0,11.0,8.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cambion,5.0,2,19,82,False,18.0,18.0,16.0,14.0,12.0,16.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
camel,0.125,3,9,15,False,16.0,8.0,14.0,2.0,8.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
canoloth,8.0,2,16,120,False,18.0,10.0,17.0,5.0,17.0,12.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
carrion-crawler,2.0,3,13,51,False,14.0,13.0,16.0,1.0,12.0,5.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
cat,0.0,0,12,2,False,3.0,15.0,10.0,3.0,12.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
catoblepas,5.0,3,14,84,False,19.0,12.0,21.0,3.0,14.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
cave-fisher,3.0,2,16,58,False,16.0,13.0,14.0,3.0,10.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
centaur,2.0,3,12,45,False,18.0,14.0,14.0,9.0,13.0,11.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chain-devil,8.0,2,16,85,False,18.0,15.0,18.0,11.0,12.0,14.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
champion,9.0,2,18,143,False,20.0,15.0,14.0,10.0,14.0,12.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
chasme,6.0,3,15,84,False,15.0,15.0,12.0,11.0,14.0,10.0,1,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
chimera,6.0,3,14,114,False,19.0,11.0,19.0,3.0,14.0,10.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chitine,0.5,1,14,18,False,10.0,14.0,12.0,10.0,10.0,7.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
choker,1.0,1,16,13,False,16.0,14.0,13.0,4.0,12.0,7.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
choldrith,3.0,2,15,66,False,12.0,16.0,12.0,11.0,14.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chuul,4.0,3,16,93,False,19.0,10.0,16.0,5.0,11.0,5.0,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
clay-golem,9.0,3,14,133,False,20.0,9.0,18.0,3.0,8.0,1.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
cloaker,8.0,3,14,78,False,17.0,15.0,12.0,13.0,12.0,14.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
cloud-giant,9.0,4,14,200,False,27.0,10.0,22.0,12.0,16.0,16.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
cloud-giant-smiling-one,11.0,4,15,262,False,26.0,12.0,22.0,15.0,16.0,17.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
cockatrice,0.5,1,11,27,False,6.0,12.0,12.0,2.0,13.0,5.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
commoner,0.0,2,10,4,False,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
constrictor-snake,0.25,3,12,13,False,15.0,14.0,12.0,1.0,10.0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
copper-dragon-wyrmling,1.0,2,16,22,False,15.0,12.0,13.0,14.0,11.0,13.0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
corpse-flower,8.0,3,12,127,False,14.0,14.0,16.0,7.0,15.0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
couatl,4.0,2,19,97,False,16.0,20.0,17.0,18.0,20.0,18.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
cow,0.25,3,10,15,False,18.0,10.0,14.0,2.0,10.0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
crab,0.0,0,11,2,False,2.0,11.0,10.0,1.0,8.0,2.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
cranium-rat,0.0,0,12,2,False,2.0,14.0,10.0,4.0,11.0,8.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
crawling-claw,0.0,0,12,2,False,13.0,14.0,11.0,5.0,10.0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
crocodile,0.5,3,12,19,False,15.0,10.0,13.0,2.0,10.0,5.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
crokek-toeck,14.0,5,15,297,False,28.0,10.0,24.0,6.0,10.0,13.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
cult-fanatic,2.0,2,13,33,False,11.0,14.0,12.0,10.0,13.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
cultist,0.125,2,12,9,False,11.0,12.0,10.0,10.0,11.0,10.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
cyclops,6.0,4,14,138,False,22.0,11.0,20.0,8.0,6.0,10.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
dao,11.0,3,18,187,False,23.0,12.0,24.0,12.0,13.0,14.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
darkling,0.5,1,14,13,False,9.0,16.0,12.0,10.0,12.0,10.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
darkling-elder,2.0,2,15,27,False,13.0,17.0,12.0,10.0,14.0,13.0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
darkmantle,0.5,1,11,22,False,16.0,12.0,13.0,2.0,10.0,5.0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
death-dog,1.0,2,12,39,False,15.0,14.0,14.0,3.0,13.0,6.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
death-kiss,10.0,3,16,161,False,18.0,14.0,18.0,10.0,12.0,10.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
death-knight,17.0,2,20,180,False,20.0,11.0,20.0,12.0,16.0,18.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
death-slaad,10.0,2,18,170,False,20.0,15.0,19.0,15.0,10.0,16.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
death-tyrant,14.0,3,19,187,True,10.0,14.0,14.0,19.0,15.0,19.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
death-s-head-of-bhaal,5.0,2,15,76,False,20.0,20.0,20.0,14.0,13.0,16.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
deathlock,4.0,2,12,36,False,11.0,15.0,10.0,14.0,12.0,16.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
deathlock-mastermind,8.0,2,13,110,False,11.0,16.0,12.0,15.0,12.0,17.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
deathlock-wight,3.0,2,12,37,False,11.0,14.0,16.0,12.0,14.0,16.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
deep-gnome-svirfneblin,0.5,1,15,16,False,15.0,14.0,14.0,12.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
deep-scion,3.0,2,11,67,False,18.0,13.0,16.0,10.0,12.0,14.0,0,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
deer,0.0,2,13,4,False,11.0,16.0,11.0,2.0,14.0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
demilich,18.0,0,20,80,True,1.0,20.0,10.0,20.0,17.0,20.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
demogorgon,26.0,4,22,406,True,29.0,14.0,26.0,20.0,17.0,25.0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
derro,0.25,1,13,13,False,10.0,14.0,12.0,11.0,5.0,9.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
derro-savant,3.0,1,13,36,False,9.0,14.0,12.0,11.0,5.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
deva,10.0,2,17,136,False,18.0,18.0,18.0,17.0,20.0,20.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
devilroot,7.0,2,15,105,False,17.0,11.0,17.0,12.0,14.0,14.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
devourer,13.0,3,16,178,False,20.0,12.0,20.0,13.0,10.0,16.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
dhergoloth,7.0,2,15,119,False,17.0,10.0,19.0,7.0,10.0,9.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
dire-troll,13.0,4,15,172,False,22.0,15.0,21.0,9.0,11.0,5.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
dire-wolf,1.0,3,14,37,False,17.0,15.0,15.0,3.0,12.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
displacer-beast,3.0,3,13,85,False,18.0,15.0,16.0,6.0,12.0,8.0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
djinni,11.0,3,17,161,False,21.0,15.0,22.0,15.0,16.0,20.0,1,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
dolphin,0.125,2,12,11,False,14.0,13.0,13.0,6.0,12.0,7.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
doppelganger,3.0,2,14,52,False,11.0,18.0,14.0,11.0,12.0,14.0,0,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
draegloth,7.0,3,15,123,False,20.0,15.0,18.0,13.0,11.0,11.0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
draft-horse,0.25,3,10,19,False,18.0,10.0,12.0,2.0,11.0,7.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
