Size_Rank,is_swarm,Type_aberration,Type_beast,Type_construct,Type_dragon,Type_elemental,Type_fiend,Type_giant,Type_humanoid,Type_monstrosity,Type_other,Type_undead,Is_Legendary,Is_Spellcaster,Log_Avg_HP,AC_Z,Strength_Z,Dexterity_Z,Constitution_Z,Intelligence_Z,Wisdom_Z,Charisma_Z,Max_Speed_Z,Trait_Count_MM,Action_Count_MM,Movement_Count_MM
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.6390573296152584,-0.5686708762474907,-0.8529454471938389,0.1726733974640955,-0.7928290910980036,0.0538342673554029,-2.196920160994978,-0.4719507803167467,-0.4342075901391517,0.125,0.125,0.0
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.1354942159291497,-0.9059820592073284,-0.3532538319095559,0.4721704519561114,-1.2706557350120815,-0.650730133310298,-0.7886676202667634,-1.0033675526537031,-0.4342075901391517,0.0,0.125,0.0
3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5.153291594497779,0.4432626726320228,0.6461293986590101,0.7716675064481274,0.4017375186871916,1.63910416885323,0.901235428607094,1.1222995366941224,0.0829957197693525,0.25,0.375,0.3333333333333333
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.791759469228055,0.105951489672185,-0.8529454471938389,0.1726733974640955,-0.7928290910980036,-1.1791534338095735,-0.7886676202667634,-1.180506476766022,-0.4342075901391517,0.0,0.125,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.276666119016055,-0.2313596932876528,-0.3532538319095559,0.4721704519561114,-0.3150024471839255,0.0538342673554029,1.46453644489838,-0.2948118562044279,-0.4342075901391517,0.125,0.0,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.663439094112067,-0.9059820592073284,-0.8529454471938389,0.1726733974640955,0.1628241967301525,0.0538342673554029,-0.7886676202667634,0.7680216884694849,-0.4342075901391517,0.125,0.0,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.302585092994046,-0.9059820592073284,-0.8529454471938389,0.1726733974640955,-1.0317424130550426,0.2299753675218281,0.0562839041701653,0.0594659920202096,-0.4342075901391517,0.0,0.25,0.0
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.828641396489095,0.4432626726320228,0.4795655268975825,0.1726733974640955,0.4017375186871916,-0.8268712334767233,-0.2253666039754776,-0.6490897044290656,-0.4342075901391517,0.125,0.25,0.0
6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.811140992976701,1.7925074044713742,1.9786403727504316,-1.025314820503968,2.551957416300543,0.7583986680211038,2.027837461189666,1.4765773849187602,0.0829957197693525,0.25,0.375,0.3333333333333333
5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5.442417710521793,-0.2313596932876528,0.8126932704204378,1.0711645609401432,1.1184774845583088,-0.1223068328110223,0.901235428607094,1.653716309031079,0.0829957197693525,0.0,0.375,0.0
3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5.14166355650266,1.1178850385516983,0.8126932704204378,0.7716675064481274,0.6406508406442306,0.7583986680211038,1.182885936752737,1.4765773849187602,0.0829957197693525,0.125,0.25,0.0
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.828641396489095,-0.2313596932876528,0.3130016551361548,-1.6243089294879998,-0.0760891252268864,0.2299753675218281,-0.2253666039754776,-0.2948118562044279,-0.4342075901391517,0.0,0.375,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3694478524670215,0.105951489672185,0.1464377833747271,0.7716675064481274,-0.3150024471839255,0.4061164676882534,-0.5070171121211206,0.7680216884694849,-0.6928092450934038,0.375,0.25,0.0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5263605246161616,-1.917915608086842,-0.3532538319095559,-1.324811874995984,-0.7928290910980036,-1.7075767343088497,-1.9152696528493351,-1.5347843249906596,-0.951410900047656,0.0,0.0,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.4849066497880004,-1.5806044251270042,-0.1866899601481282,0.4721704519561114,-0.7928290910980036,-0.2984479329774475,0.0562839041701653,-0.4719507803167467,-1.7272158649104123,0.0,0.375,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.5263605246161616,0.4432626726320228,-0.1866899601481282,0.1726733974640955,-0.7928290910980036,0.0538342673554029,-0.7886676202667634,0.4137438402448473,-0.4342075901391517,0.0,0.25,0.0
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.4657359027997265,-1.5806044251270042,-2.352020293046688,-1.025314820503968,-1.2706557350120815,-1.7075767343088497,-0.7886676202667634,-1.8890621732152968,-0.4342075901391517,0.5,0.0,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.302585092994046,-1.2432932421671663,-0.6863815754324112,-0.4263207115199362,-1.0317424130550426,0.2299753675218281,0.3379344123158082,0.7680216884694849,-0.4342075901391517,0.0,0.0,0.0
3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.5263605246161616,0.7805738555918607,0.3130016551361548,-1.923805983980016,-0.7928290910980036,-1.0030123336431485,-2.196920160994978,-1.180506476766022,-0.951410900047656,0.0,0.25,0.0
5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.3612921657094255,1.4551962215115364,1.645512629227576,-1.025314820503968,1.8352174504294256,0.934539768187529,0.6195849204614512,1.299438460806441,2.1518089594033696,0.5,1.0,0.6666666666666667
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.727387818712341,0.105951489672185,0.8126932704204378,-1.025314820503968,-0.0760891252268864,-1.355294533975999,-0.7886676202667634,-1.5347843249906596,1.117402339586361,0.375,0.25,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.313205979041787,1.1178850385516983,0.8126932704204378,-0.4263207115199362,0.1628241967301525,0.7583986680211038,0.3379344123158082,1.1222995366941224,-0.4342075901391517,0.125,0.25,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.727387818712341,-0.5686708762474907,-0.6863815754324112,-0.1268236570279203,0.1628241967301525,0.934539768187529,1.7461869530440228,0.2366049161325285,-0.4342075901391517,0.0,0.375,0.0
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.927253685157205,1.7925074044713742,1.312384885704721,-0.1268236570279203,1.596304128472387,-0.1223068328110223,-0.2253666039754776,-0.4719507803167467,0.0829957197693525,0.0,0.25,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.688879454113936,-0.5686708762474907,-0.3532538319095559,-0.4263207115199362,-0.3150024471839255,-0.1223068328110223,0.3379344123158082,0.2366049161325285,-0.4342075901391517,0.125,0.25,0.0
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.970291913552122,0.4432626726320228,0.4795655268975825,0.1726733974640955,-0.3150024471839255,-1.355294533975999,0.0562839041701653,-0.6490897044290656,0.0829957197693525,0.125,0.5,0.3333333333333333
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.3978952727983707,-0.2313596932876528,-1.5192009342395496,0.4721704519561114,-0.5539157691409645,-0.1223068328110223,-0.2253666039754776,-0.2948118562044279,1.117402339586361,0.0,0.25,0.3333333333333333
3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.9444389791664403,-1.2432932421671663,-0.5198177036709836,-0.1268236570279203,-1.0317424130550426,-1.5314356341424242,-0.7886676202667634,-1.5347843249906596,-0.4342075901391517,0.125,0.125,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.58724865840025,1.4551962215115364,1.4789487574661484,2.568649833400223,1.1184774845583088,0.5822575678546786,0.901235428607094,0.4137438402448473,0.0829957197693525,0.625,0.125,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4.189654742026425,0.105951489672185,0.4795655268975825,-0.4263207115199362,-0.0760891252268864,0.0538342673554029,0.3379344123158082,0.5908827643571661,0.0829957197693525,0.0,0.5,0.0
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.51085950651685,-0.2313596932876528,0.4795655268975825,1.3706616154321591,0.1628241967301525,0.5822575678546786,0.6195849204614512,1.299438460806441,0.0829957197693525,0.0,0.375,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.787491742782046,1.1178850385516983,0.4795655268975825,-0.7258177660119521,0.6406508406442306,0.0538342673554029,0.3379344123158082,0.5908827643571661,-0.4342075901391517,0.0,0.5,0.0
4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.48863636973214,0.4432626726320228,0.1464377833747271,0.7716675064481274,-1.0317424130550426,0.5822575678546786,0.3379344123158082,-0.1176729320921091,0.6001990296778568,0.0,0.5,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.969813299576001,1.7925074044713742,1.1458210139432932,-0.1268236570279203,-0.0760891252268864,0.934539768187529,1.46453644489838,0.9451606125818036,-0.4342075901391517,0.25,0.375,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.80666248977032,-0.9059820592073284,-1.186073190716694,0.1726733974640955,-0.7928290910980036,0.934539768187529,0.6195849204614512,0.4137438402448473,-0.4342075901391517,0.125,0.25,0.3333333333333333
3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.713572066704308,0.105951489672185,-0.1866899601481282,-1.025314820503968,-1.0317424130550426,0.0538342673554029,-0.7886676202667634,0.4137438402448473,-0.4342075901391517,0.125,0.375,0.0
6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.575949103146316,0.4432626726320228,1.812076500989004,-1.923805983980016,1.1184774845583088,-1.7075767343088497,-2.760221177286264,-1.5347843249906596,-0.4342075901391517,0.25,0.25,0.0
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.555348061489413,-0.5686708762474907,0.1464377833747271,1.0711645609401432,0.1628241967301525,-1.1791534338095735,0.3379344123158082,-0.6490897044290656,0.0829957197693525,0.25,0.125,0.3333333333333333
3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.204692619390966,-0.9059820592073284,0.1464377833747271,0.1726733974640955,-0.5539157691409645,0.5822575678546786,0.901235428607094,0.0594659920202096,-0.4342075901391517,0.0,0.25,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.189654742026425,0.105951489672185,-0.0201260883867005,0.7716675064481274,-0.3150024471839255,0.5822575678546786,-0.5070171121211206,0.4137438402448473,-0.4342075901391517,0.0,0.25,0.0
4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.564348191467836,0.105951489672185,0.6461293986590101,-0.7258177660119521,0.6406508406442306,-0.8268712334767233,-0.7886676202667634,-1.180506476766022,-0.4342075901391517,0.25,0.125,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.07753744390572,0.7805738555918607,-0.1866899601481282,0.4721704519561114,-0.3150024471839255,-0.1223068328110223,-0.2253666039754776,-0.2948118562044279,-0.4342075901391517,0.0,0.25,0.0
6,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.638354669333745,1.7925074044713742,1.312384885704721,-0.4263207115199362,1.8352174504294256,1.63910416885323,1.7461869530440228,1.4765773849187602,2.1518089594033696,0.25,0.5,0.6666666666666667
3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.970291913552122,0.105951489672185,-0.3532538319095559,0.7716675064481274,-0.0760891252268864,0.4061164676882534,0.3379344123158082,0.7680216884694849,0.6001990296778568,0.125,0.5,0.3333333333333333
2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.079441541679836,-1.5806044251270042,-1.5192009342395496,-0.7258177660119521,-1.2706557350120815,0.7583986680211038,-0.7886676202667634,0.2366049161325285,-0.6928092450934038,0.125,0.125,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.709530201312334,-0.9059820592073284,-0.6863815754324112,0.1726733974640955,-0.3150024471839255,1.4629630686868047,0.6195849204614512,0.2366049161325285,-0.4342075901391517,0.0,0.375,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.218875824868201,0.105951489672185,-0.8529454471938389,0.1726733974640955,-1.2706557350120815,0.0538342673554029,-0.5070171121211206,0.0594659920202096,-0.4342075901391517,0.25,0.125,0.0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.343805421853684,-1.5806044251270042,0.1464377833747271,-0.7258177660119521,0.6406508406442306,-1.0030123336431485,-1.6336191447036923,-1.5347843249906596,-0.4342075901391517,0.25,0.25,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.418840607796598,0.7805738555918607,-0.5198177036709836,1.3706616154321591,-0.7928290910980036,0.2299753675218281,0.3379344123158082,0.9451606125818036,0.0829957197693525,0.0,0.25,0.0
3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.14166355650266,2.129818587431212,-0.6863815754324112,1.670158669924175,0.8795641626012697,0.7583986680211038,0.901235428607094,-0.1176729320921091,1.117402339586361,0.0,0.25,0.3333333333333333
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,-1.5806044251270042,-2.1854564212852603,-0.7258177660119521,-1.5095690569691207,-1.5314356341424242,-0.7886676202667634,-1.3576454008783407,-0.951410900047656,0.125,0.0,0.0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6931471805599453,-0.9059820592073284,-2.1854564212852603,0.1726733974640955,-1.74848237892616,-1.7075767343088497,-0.7886676202667634,-1.7119232491029783,-0.951410900047656,0.125,0.0,0.3333333333333333
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.70805020110221,-0.5686708762474907,0.4795655268975825,-0.4263207115199362,-1.2706557350120815,-1.7075767343088497,-1.0703181284124064,-1.8890621732152968,-0.951410900047656,0.125,0.0,0.0
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0943445622221,0.105951489672185,0.6461293986590101,-1.6243089294879998,0.1628241967301525,-1.0030123336431485,-1.6336191447036923,-0.8262286285413843,0.0829957197693525,0.0,0.0,0.0
6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.921578419643816,1.1178850385516983,1.645512629227576,0.4721704519561114,1.1184774845583088,2.3436685695189308,0.901235428607094,1.8308552331433976,-0.4342075901391517,0.125,0.5,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.828641396489095,-0.9059820592073284,-1.0195093189552666,0.1726733974640955,-1.2706557350120815,1.1106808683539544,0.0562839041701653,0.0594659920202096,-0.4342075901391517,0.5,0.125,0.0
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.543294782270004,-0.2313596932876528,0.4795655268975825,-0.1268236570279203,0.4017375186871916,-1.355294533975999,-0.7886676202667634,-1.3576454008783407,-0.4342075901391517,0.0,0.0,0.3333333333333333
4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0943445622221,-0.5686708762474907,0.8126932704204378,-0.4263207115199362,0.4017375186871916,-1.355294533975999,-0.2253666039754776,-0.8262286285413843,0.0829957197693525,0.125,0.25,0.0
5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.663439094112067,0.105951489672185,0.9792571421818654,-1.6243089294879998,0.8795641626012697,-1.0030123336431485,-1.0703181284124064,-1.0033675526537031,0.0829957197693525,0.0,0.25,0.0
3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.543294782270004,0.4432626726320228,-0.0201260883867005,1.3706616154321591,-0.7928290910980036,0.4061164676882534,-1.3519686365580492,1.299438460806441,-0.4342075901391517,0.125,0.5,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.418840607796598,0.105951489672185,-0.8529454471938389,0.1726733974640955,-0.7928290910980036,0.934539768187529,-0.2253666039754776,0.9451606125818036,-0.4342075901391517,0.125,0.0,0.0
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.454347296253507,0.105951489672185,0.6461293986590101,0.4721704519561114,0.1628241967301525,0.0538342673554029,1.182885936752737,-0.2948118562044279,0.0829957197693525,0.125,0.375,0.6666666666666667
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.1354942159291497,-0.5686708762474907,-0.1866899601481282,-0.7258177660119521,-0.7928290910980036,-0.1223068328110223,0.3379344123158082,-0.2948118562044279,-0.4342075901391517,0.0,0.25,0.0
4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5.247024072160486,0.7805738555918607,0.9792571421818654,1.670158669924175,1.1184774845583088,1.9913863691860805,1.46453644489838,0.9451606125818036,-0.4342075901391517,0.125,0.25,0.3333333333333333
5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.303304908059076,-0.5686708762474907,1.645512629227576,-1.025314820503968,0.8795641626012697,-1.5314356341424242,-0.2253666039754776,-0.4719507803167467,0.6001990296778568,0.25,0.375,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.80666248977032,0.105951489672185,-0.6863815754324112,0.1726733974640955,-0.7928290910980036,-0.1223068328110223,0.0562839041701653,0.4137438402448473,-0.4342075901391517,0.0,0.5,0.0
3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5.14166355650266,0.4432626726320228,0.4795655268975825,1.3706616154321591,0.6406508406442306,0.5822575678546786,0.901235428607094,0.7680216884694849,0.6001990296778568,0.25,0.375,0.3333333333333333
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.3862943611198906,-1.5806044251270042,-1.186073190716694,-1.025314820503968,-1.2706557350120815,-0.1223068328110223,-0.7886676202667634,-0.2948118562044279,-0.4342075901391517,0.0,0.0,0.0
5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.844187086458591,-0.5686708762474907,1.312384885704721,-0.7258177660119521,1.3573908065153475,-1.7075767343088497,-0.7886676202667634,-1.180506476766022,0.6001990296778568,0.0,0.0,0.3333333333333333
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.19722457733622,-1.5806044251270042,-0.8529454471938389,-1.025314820503968,-1.2706557350120815,-0.1223068328110223,-0.7886676202667634,-0.2948118562044279,-0.4342075901391517,0.0,0.0,0.0
6,0,0,0,0,0,0,1,0,0,0,0,0,1,1,5.318119993844216,0.7805738555918607,1.812076500989004,-1.025314820503968,2.551957416300543,2.3436685695189308,1.46453644489838,1.4765773849187602,0.0829957197693525,0.125,0.25,0.0
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.828641396489095,0.105951489672185,0.1464377833747271,1.670158669924175,0.1628241967301525,-0.4745890331438728,0.6195849204614512,0.2366049161325285,0.0829957197693525,0.125,0.0,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.056245805348308,0.7805738555918607,1.1458210139432932,2.8681468878922387,-0.0760891252268864,0.5822575678546786,1.182885936752737,0.2366049161325285,1.117402339586361,0.125,0.25,0.3333333333333333
6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.054439346269371,1.1178850385516983,2.1452042445118598,0.4721704519561114,2.551957416300543,1.1106808683539544,1.46453644489838,0.7680216884694849,4.220622199037387,0.5,0.375,0.3333333333333333
5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.934473933130692,0.4432626726320228,1.312384885704721,-1.6243089294879998,1.3573908065153475,0.2299753675218281,0.901235428607094,0.0594659920202096,-0.4342075901391517,0.125,0.5,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.875197323201151,1.4551962215115364,-0.5198177036709836,0.7716675064481274,-0.3150024471839255,1.2868219685203794,2.591138477480952,0.9451606125818036,1.117402339586361,0.0,0.375,0.0
3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.833213344056216,0.4432626726320228,-0.6863815754324112,0.7716675064481274,-0.5539157691409645,-0.1223068328110223,0.0562839041701653,0.0594659920202096,-0.4342075901391517,0.0,0.25,0.3333333333333333
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4339872044851463,-2.25522679104668,-0.3532538319095559,-2.223303038472032,0.1628241967301525,-1.355294533975999,-1.9152696528493351,-1.180506476766022,-0.951410900047656,0.0,0.25,0.0
4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.442651256490317,0.105951489672185,0.4795655268975825,-0.1268236570279203,1.1184774845583088,-0.650730133310298,-1.0703181284124064,-0.8262286285413843,-0.4342075901391517,0.125,0.25,0.3333333333333333
2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.332204510175204,-0.5686708762474907,-0.8529454471938389,-1.025314820503968,-0.7928290910980036,0.4061164676882534,0.901235428607094,0.2366049161325285,-0.6928092450934038,0.25,0.0,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3.49650756146648,0.105951489672185,-0.1866899601481282,0.7716675064481274,-0.0760891252268864,0.5822575678546786,0.6195849204614512,-0.1176729320921091,0.0829957197693525,0.0,0.5,0.0
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3862943611198906,-0.9059820592073284,-1.5192009342395496,0.1726733974640955,-1.0317424130550426,-1.355294533975999,-0.2253666039754776,-1.5347843249906596,0.6001990296778568,0.125,0.0,0.3333333333333333
3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.07753744390572,-0.2313596932876528,-1.5192009342395496,0.7716675064481274,-0.3150024471839255,0.934539768187529,-0.2253666039754776,1.1222995366941224,-0.4342075901391517,0.25,0.5,0.3333333333333333
3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.010635294096256,0.4432626726320228,-0.8529454471938389,1.0711645609401432,-0.3150024471839255,1.1106808683539544,0.3379344123158082,0.5908827643571661,0.6001990296778568,0.25,0.375,0.3333333333333333
3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.828641396489095,-0.2313596932876528,-0.0201260883867005,0.1726733974640955,0.1628241967301525,0.934539768187529,0.0562839041701653,0.5908827643571661,-0.4342075901391517,0.0,0.375,0.0
3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.276666119016055,-0.2313596932876528,0.1464377833747271,0.1726733974640955,-0.5539157691409645,0.5822575678546786,-0.2253666039754776,0.7680216884694849,-0.4342075901391517,0.5,0.375,0.0
5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.247024072160486,0.4432626726320228,1.312384885704721,-0.1268236570279203,0.8795641626012697,1.4629630686868047,1.182885936752737,1.4765773849187602,0.0829957197693525,0.25,0.5,0.6666666666666667
3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.330733340286331,-0.2313596932876528,-0.5198177036709836,-1.025314820503968,0.1628241967301525,0.5822575678546786,1.182885936752737,-0.2948118562044279,-0.4342075901391517,0.0,0.375,0.0
6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.739792912179234,1.1178850385516983,1.812076500989004,-1.025314820503968,1.3573908065153475,-0.8268712334767233,-0.2253666039754776,-0.4719507803167467,0.6001990296778568,0.25,0.25,0.3333333333333333
3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.820281565605037,1.1178850385516983,-0.3532538319095559,1.3706616154321591,-0.0760891252268864,-0.2984479329774475,-0.7886676202667634,-0.2948118562044279,0.0829957197693525,0.125,0.25,0.0
4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.6375861597263857,0.105951489672185,0.8126932704204378,-0.1268236570279203,-0.3150024471839255,-1.355294533975999,-0.7886676202667634,-0.6490897044290656,2.669012269311874,0.0,0.25,0.3333333333333333
